inventory_id,set_num,quantity
16594,71017-12,1
16594,71017-13,1
16594,71017-14,1
16594,71017-15,1
16594,71017-16,1
16594,71017-17,1
16594,71017-18,1
16594,71017-19,1
16594,71017-2,1
16594,71017-20,2
16594,71017-3,1
16594,71017-4,1
16594,71017-5,1
16594,71017-6,1
16594,71017-7,1
16594,71017-8,1
16594,71017-9,1
18701,71018-1,1
18701,71018-10,1
18701,71018-11,1
18701,71018-12,1
18701,71018-13,1
18701,71018-14,1
18701,71018-15,1
18701,71018-16,1
18701,71018-2,1
18701,71018-3,1
18701,71018-4,1
18701,71018-5,1
18701,71018-6,1
18701,71018-7,1
18701,71018-8,1
18701,71018-9,1
