title,artist,artist_bio,artist_birth_year,artist_death_year,num_artists,n_female_artists,n_male_artists,artist_gender,year_acquired,year_created,circumference_cm,depth_cm,diameter_cm,height_cm,length_cm,width_cm,seat_height_cm,purchase,gift,exchange,classification,department
Untitled,Shuji Mukai,"(Japanese, born 1939)",1939,NA,1,0,1,Male,1965,1963,NA,NA,NA,183.6,NA,136.8,NA,TRUE,FALSE,FALSE,Painting,Painting & Sculpture
Inseparable Friends,Morris Hirshfield,"(American, born Poland. 1872–1946)",1872,1946,1,0,1,Male,1967,1941,NA,NA,NA,152.6,NA,101.9,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Girl with Pigeons,Morris Hirshfield,"(American, born Poland. 1872–1946)",1872,1946,1,0,1,Male,1969,1942,NA,NA,NA,76.1,NA,101.7,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Cityscape,Gerhard Richter,"(German, born 1932)",1932,NA,1,0,1,Male,1994,1970,NA,NA,NA,199.4,NA,184.1,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Composition,Joaquín Torres-García,"(Uruguayan, 1874–1949)",1874,1949,1,0,1,Male,1942,1932,NA,NA,NA,71.8,NA,50.2,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
The Synagogue,Hyman Bloom,"(American, born Latvia. 1913–2009)",1913,2009,1,0,1,Male,1943,1940,NA,NA,NA,165.7,NA,118.7,NA,FALSE,FALSE,TRUE,Painting,Painting & Sculpture
Parliamentary Buildings,Morris Hirshfield,"(American, born Poland. 1872–1946)",1872,1946,1,0,1,Male,1969,1946,NA,NA,NA,91.7,NA,71.1,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Columbus Making Ripples,Miguel Angel Rios,"(Argentine, born 1943)",1943,NA,1,0,1,Male,1994,1993,NA,3.8,NA,215.9,NA,275,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Burning Bush,Milton Resnick,"(American, born Ukraine. 1917–2004)",1917,2004,1,0,1,Male,1959,1959,NA,NA,NA,160,NA,121.9,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Untitled,Atsuko Tanaka,"(Japanese, 1932–2005)",1932,2005,1,1,0,Female,1965,1964,NA,NA,NA,333.4,NA,225.4,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Leda and the Swan,Cy Twombly,"(American, 1928–2011)",1928,2011,1,0,1,Male,1994,1962,NA,NA,NA,190.5,NA,200,NA,FALSE,FALSE,TRUE,Painting,Painting & Sculpture
"The Four Seasons: Spring, Summer, Autumn, and Winter",Cy Twombly,"(American, 1928–2011)",1928,2011,1,0,1,Male,1994,1993,NA,NA,NA,313.7,NA,189.9,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Taku,Takeo Yamaguchi,"(Japanese, 1902–1983)",1902,1983,1,0,1,Male,1965,1961,NA,NA,NA,90.9,NA,90.8,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Untitled,Cy Twombly,"(American, 1928–2011)",1928,2011,1,0,1,Male,1994,1970,NA,NA,NA,404.8,NA,640.4,NA,FALSE,FALSE,TRUE,Painting,Painting & Sculpture
The Cathedral at Mantes,Jean Ève,"(French, 1900–1968)",1900,1968,1,0,1,Male,1951,1930,NA,NA,NA,46,NA,54.6,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
"Composition, I",Salvatore Scarpitta,"(American, 1919–2007)",1919,2007,1,0,1,Male,1959,1959,NA,NA,NA,116.2,NA,89.1,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
The Campbells Are Coming,John Kane,"(American, born Scotland. 1860–1934)",1860,1934,1,0,1,Male,1969,1932,NA,NA,NA,50.8,NA,40.8,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Actor's Mask,Paul Klee,"(German, born Switzerland. 1879–1940)",1879,1940,1,0,1,Male,1969,1924,NA,NA,NA,36.7,NA,33.8,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Homage to the Square: White Monument,Josef Albers,"(American, born Germany. 1888–1976)",1888,1976,1,0,1,Male,1994,1951,NA,NA,NA,81.3,NA,81.3,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
The Little Presser,Mervin Jules,"(American, 1912–1994)",1912,1994,1,0,1,Male,1943,1943,NA,NA,NA,29.2,NA,29.5,NA,TRUE,FALSE,FALSE,Painting,Painting & Sculpture
Meeting Place,Bryan Wynter,"(British, 1915–1981)",1915,1981,1,0,1,Male,1959,1957,NA,NA,NA,142.2,NA,111.7,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
In the Grass,Paul Klee,"(German, born Switzerland. 1879–1940)",1879,1940,1,0,1,Male,1969,1930,NA,NA,NA,42.1,NA,52.5,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Obsol,James Brooks,"(American, 1906–1992)",1906,1992,1,0,1,Male,1994,1964,NA,NA,NA,203.2,NA,188,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Still Life D,Manoucher Yektai,"(American, born 1921)",1921,NA,1,0,1,Male,1959,1959,NA,NA,NA,122.3,NA,172.8,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Blue Monochrome,Yves Klein,"(French, 1928–1962)",1928,1962,1,0,1,Male,1969,1961,NA,NA,NA,195.1,NA,140,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Picture with an Archer,Vasily Kandinsky,"(French, born Russia. 1866–1944)",1866,1944,1,0,1,Male,1959,1909,NA,NA,NA,175,NA,144.6,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Convergences,Jean Dubuffet,"(French, 1901–1985)",1901,1985,1,0,1,Male,1994,1976,NA,NA,NA,135.3,NA,356.2,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Le Gros,Franz Kline,"(American, 1910–1962)",1910,1962,1,0,1,Male,1969,1961,NA,NA,NA,105,NA,133.8,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Mondanite XXIV,Jean Dubuffet,"(French, 1901–1985)",1901,1985,1,0,1,Male,1994,1975,NA,NA,NA,67,NA,94.3,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Two Nudes,Pablo Picasso,"(Spanish, 1881–1973)",1881,1973,1,0,1,Male,1959,1906,NA,NA,NA,151.3,NA,93,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
The Weeping Woman,Raúl Anguiano,"(Mexican, 1915–2006)",1915,2006,1,0,1,Male,1942,1942,NA,NA,NA,60,NA,75.2,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
The Blue Doll,Alton Pickens,"(American, 1917–1991)",1917,1991,1,0,1,Male,1943,1942,NA,NA,NA,108.9,NA,88.9,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
A Tree in Naples,Willem de Kooning,"(American, born the Netherlands. 1904–1997)",1904,1997,1,0,1,Male,1969,1960,NA,NA,NA,203.7,NA,178.1,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Harlequin (Self-Portrait),John D. Graham,"(American, born Ukraine. 1881–1961)",1881,1961,1,0,1,Male,1973,1944,NA,NA,NA,61.2,NA,51.3,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Abode V (with Stairs and Numerous Rooms),Jean Dubuffet,"(French, 1901–1985)",1901,1985,1,0,1,Male,1994,1966,NA,NA,NA,146.7,NA,114.3,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Bridge,Fernand Léger,"(French, 1881–1955)",1881,1955,1,0,1,Male,1967,1908,NA,NA,NA,92.7,NA,72.6,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
The Violinist (Le Violoniste),Jean Dubuffet,"(French, 1901–1985)",1901,1985,1,0,1,Male,1994,1944,NA,NA,NA,60.3,NA,73,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Random Site with 5 Personages from the Sites Aléatoires series,Jean Dubuffet,"(French, 1901–1985)",1901,1985,1,0,1,Male,1994,1982,NA,NA,NA,67.4,NA,99.7,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Slowly Toward the North,Yves Tanguy,"(American, born France. 1900–1955)",1900,1955,1,0,1,Male,1943,1942,NA,NA,NA,106.7,NA,91.4,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Gregory,Billy Al Bengston,"(American, born 1934)",1934,NA,1,0,1,Male,1965,1961,NA,NA,NA,122,NA,122,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Building Facades,Jean Dubuffet,"(French, 1901–1985)",1901,1985,1,0,1,Male,1994,1946,NA,NA,NA,131.4,NA,162.2,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Synchromy in Blue,Stanton Macdonald-Wright,"(American, 1890–1973)",1890,1973,1,0,1,Male,1967,1917,NA,NA,NA,66.4,NA,51.1,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Head of a Girl from the Assemblages d'empreintes series,Jean Dubuffet,"(French, 1901–1985)",1901,1985,1,0,1,Male,1994,1954,NA,NA,NA,28.6,NA,24.1,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Window at Vers,André Derain,"(French, 1880–1954)",1880,1954,1,0,1,Male,1939,1912,NA,NA,NA,130.8,NA,89.5,NA,TRUE,FALSE,FALSE,Painting,Painting & Sculpture
"The Palace of Curtains, III",René Magritte,"(Belgian, 1898–1967)",1898,1967,1,0,1,Male,1967,1928,NA,NA,NA,81.2,NA,116.4,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
"Solution of Continuity, 24",Hisao Domoto,"(Japanese, 1928–2013)",1928,2013,1,0,1,Male,1977,1964,NA,NA,NA,161.6,NA,129.8,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Chairman of the Board,Helen Frankenthaler,"(American, 1928–2011)",1928,2011,1,1,0,Female,1994,1971,NA,NA,NA,224.2,NA,493.4,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
"Monastery Farm, Rhode Island",Lawrence Lebduska,"(American, 1894–1966)",1894,1966,1,0,1,Male,1939,1936,NA,NA,NA,71.8,NA,96.5,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
"Item 34, 1964, Spiral IV",Bruce Tippett,"(British, born 1933)",1933,NA,1,0,1,Male,1965,1964,NA,10,NA,172,NA,172,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
The Leaf of the Artichoke Is an Owl,Arshile Gorky,"(American, born Armenia. 1904–1948)",1904,1948,1,0,1,Male,1977,1944,NA,NA,NA,71.1,NA,91.2,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Echo of a Scream,David Alfaro Siqueiros,"(Mexican, 1896–1974)",1896,1974,1,0,1,Male,1939,1937,NA,NA,NA,121.9,NA,91.4,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Savanna,Gonzalo Ariza,"(Colombian, 1912–1995)",1912,1995,1,0,1,Male,1942,1942,NA,NA,NA,49.2,NA,48.9,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Tableau no. 2 / Composition no. V,Piet Mondrian,"(Dutch, 1872–1944)",1872,1944,1,0,1,Male,1967,1914,NA,NA,NA,54.8,NA,85.3,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
The Mirror,Fernand Léger,"(French, 1881–1955)",1881,1955,1,0,1,Male,1994,1925,NA,NA,NA,129.5,NA,99.7,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Two Female Models in the Studio,Philip Pearlstein,"(American, born 1924)",1924,NA,1,0,1,Male,1973,1967,NA,NA,NA,127.3,NA,153.1,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Bowl of Fruit,Henri Laurens,"(French, 1885–1954)",1885,1954,1,0,1,Male,1977,1922,NA,NA,NA,36,NA,33.4,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Composition with Red and Blue,Piet Mondrian,"(Dutch, 1872–1944)",1872,1944,1,0,1,Male,1967,1933,NA,NA,NA,41.2,NA,33.3,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
June Crossing,Jean Messagier,"(French, 1920–1999)",1920,1999,1,0,1,Male,1977,1956,NA,NA,NA,149.5,NA,193.9,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
"""Or The Mocked Mocker""",Paul Klee,"(German, born Switzerland. 1879–1940)",1879,1940,1,0,1,Male,1939,1930,NA,NA,NA,43.2,NA,52.4,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
"Composition in Yellow, Blue, and White, I",Piet Mondrian,"(Dutch, 1872–1944)",1872,1944,1,0,1,Male,1967,1937,NA,NA,NA,57.1,NA,55.2,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
"Composition in Red, Blue, and Yellow",Piet Mondrian,"(Dutch, 1872–1944)",1872,1944,1,0,1,Male,1967,1937,NA,NA,NA,60.3,NA,55.4,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Accident in the Air,Anton Refregier,"(American, born Russia. 1905–1979)",1905,1979,1,0,1,Male,1939,1939,NA,NA,NA,48.3,NA,58.4,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
"Glass, Guitar, and Bottle",Pablo Picasso,"(Spanish, 1881–1973)",1881,1973,1,0,1,Male,1967,1913,NA,NA,NA,65.4,NA,53.6,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
The Balcony,Cundo Bermúdez,"(Cuban, 1914–2008)",1914,2008,1,0,1,Male,1942,1941,NA,NA,NA,73.7,NA,58.7,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Painter and Model,Pablo Picasso,"(Spanish, 1881–1973)",1881,1973,1,0,1,Male,1967,1928,NA,NA,NA,129.8,NA,163,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
The Scream,Nicholas Africano,"(American, born 1948)",1948,NA,1,0,1,Male,1983,1976,NA,NA,NA,187.5,NA,209.7,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Peter Hunt's Antique Shop,"Edward C. (""Pa"") Hunt","(American, 1870–1934)",1870,1934,1,0,1,Male,1939,1930,NA,NA,NA,50.8,NA,76.5,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
New Chicago Athletic Club,Antonio Berni,"(Argentine, 1905–1981)",1905,1981,1,0,1,Male,1942,1937,NA,NA,NA,184.8,NA,300.4,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Free Form,Jackson Pollock,"(American, 1912–1956)",1912,1956,1,0,1,Male,1967,1946,NA,NA,NA,48.9,NA,35.5,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Odol,Stuart Davis,"(American, 1892–1964)",1892,1964,1,0,1,Male,1997,1924,NA,NA,NA,61,NA,45.7,NA,TRUE,FALSE,TRUE,Painting,Painting & Sculpture
The Sleeping Gypsy,Henri Rousseau,"(French, 1844–1910)",1844,1910,1,0,1,Male,1939,1897,NA,NA,NA,129.5,NA,200.7,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
"Marilyn Monroe, I",James Rosenquist,"(American, 1933–2017)",1933,2017,1,0,1,Male,1967,1962,NA,NA,NA,236.2,NA,183.3,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Conversion to Her,Francesco Clemente,"(Italian, born 1952)",1952,NA,1,0,1,Male,1983,1983,NA,7,NA,244,NA,286.7,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
No. F,Yayoi Kusama,"(Japanese, born 1929)",1929,NA,1,1,0,Female,1997,1959,NA,NA,NA,105.4,NA,132.1,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
"No. 14 (Horizontals, White over Darks)",Mark Rothko,"(American, born Russia (now Latvia). 1903–1970)",1903,1970,1,0,1,Male,1967,1961,NA,NA,NA,143.3,NA,237,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Fez (2),Frank Stella,"(American, born 1936)",1936,NA,1,0,1,Male,1997,1964,NA,NA,NA,201,NA,201,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Painting 1943,Ben Nicholson,"(British, 1894–1982)",1894,1982,1,0,1,Male,1994,1943,NA,NA,NA,24.8,NA,25.4,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Bird Blast,Fred Tomaselli,"(American, born 1956)",1956,NA,1,0,1,Male,1997,1997,NA,NA,NA,152.4,NA,152.4,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Cleopatra's Barge,André Bauchant,"(French, 1873–1958)",1873,1958,1,0,1,Male,1939,1939,NA,NA,NA,81.3,NA,100,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Sea Grasses and Blue Sea,Milton Avery,"(American, 1885–1965)",1885,1965,1,0,1,Male,1958,1958,NA,NA,NA,152.7,NA,183.7,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Gouache 1940-43,Ben Nicholson,"(British, 1894–1982)",1894,1982,1,0,1,Male,1994,1940,NA,NA,NA,24.1,NA,24.8,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Umbrella and Bowler,Fernand Léger,"(French, 1881–1955)",1881,1955,1,0,1,Male,1959,1926,NA,NA,NA,130.1,NA,98.2,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
"Figure, I",Marcelo Bonevardi,"(Argentine, 1929–1994)",1929,1994,1,0,1,Male,1964,1964,NA,5.2,NA,63.7,NA,55,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Gouache 1938-42,Ben Nicholson,"(British, 1894–1982)",1894,1982,1,0,1,Male,1994,1938,NA,NA,NA,25.4,NA,31.8,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Hans Tietze and Erica Tietze-Conrat,Oskar Kokoschka,"(Austrian, 1886–1980)",1886,1980,1,0,1,Male,1939,1909,NA,NA,NA,76.5,NA,136.2,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Abraham,Barnett Newman,"(American, 1905–1970)",1905,1970,1,0,1,Male,1959,1949,NA,NA,NA,210.2,NA,87.7,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Homage to the Square: Two Whites Between Two Yellows,Josef Albers,"(American, born Germany. 1888–1976)",1888,1976,1,0,1,Male,1990,1958,NA,NA,NA,101.5,NA,101.5,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Painting,Albert Urban,"(American, born Germany. 1909–1959)",1909,1959,1,0,1,Male,1959,1959,NA,NA,NA,172.6,NA,182.4,NA,TRUE,FALSE,FALSE,Painting,Painting & Sculpture
Naxos,Jack Youngerman,"(American, born 1926)",1926,NA,1,0,1,Male,1994,1958,NA,NA,NA,190.5,NA,142.6,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Number 3,Bradley Walker Tomlin,"(American, 1899–1953)",1899,1953,1,0,1,Male,1959,1953,NA,NA,NA,116.6,NA,78.6,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
1944-N No. 2,Clyfford Still,"(American, 1904–1980)",1904,1980,1,0,1,Male,1967,1944,NA,NA,NA,264.5,NA,221.4,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
The Laugh,Umberto Boccioni,"(Italian, 1882–1916)",1882,1916,1,0,1,Male,1959,1911,NA,NA,NA,110.2,NA,145.4,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
The Fourth Dimension,Patrick J. Sullivan,"(American, 1894–1967)",1894,1967,1,0,1,Male,1967,1938,NA,NA,NA,61.5,NA,76.6,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
The Clock,Philip Guston,"(American, born Canada. 1913–1980)",1913,1980,1,0,1,Male,1959,1956,NA,NA,NA,193.1,NA,163,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Painting,Georges Mathieu,"(French, 1921–2012)",1921,2012,1,0,1,Male,1959,1947,NA,NA,NA,159.7,NA,120,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Capella 4B,Victor Vasarely,"(French, born Hungary 1908–1997)",1908,1997,1,0,1,Male,1967,1965,NA,NA,NA,128.5,NA,83.1,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
The Pantheon,Louis Vivin,"(French, 1861–1936)",1861,1936,1,0,1,Male,1967,1933,NA,NA,NA,38.1,NA,55.1,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Before Entering the Ring,Camille Bombois,"(French, 1883–1970)",1883,1970,1,0,1,Male,1939,1930,NA,NA,NA,60,NA,73,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Sacrifice,Theodoros Stamos,"(American, 1922–1997)",1922,1997,1,0,1,Male,1971,1948,NA,NA,NA,91.3,NA,122,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Hill,Cândido Portinari,"(Brazilian, 1903–1962)",1903,1962,1,0,1,Male,1939,1933,NA,NA,NA,114,NA,145.7,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
"Mouth, 7",Tom Wesselmann,"(American, 1931–2004)",1931,2004,1,0,1,Male,1967,1966,NA,NA,NA,203.8,NA,165.1,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
The Ferryman of the Moselle,Dominique-Paul Peyronnet,"(French, 1872–1943)",1872,1943,1,0,1,Male,1939,1934,NA,NA,NA,88.9,NA,115.9,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Homage to the Square: Broad Call,Josef Albers,"(American, born Germany. 1888–1976)",1888,1976,1,0,1,Male,1967,1967,NA,NA,NA,121.9,NA,121.9,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Untitled (Malibu Series),Tom Holland,"(American, born 1936)",1936,NA,1,0,1,Male,1971,1969,NA,NA,NA,175.9,NA,280,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Six White Rainbows,Jim Dine,"(American, born 1935)",1935,NA,1,0,1,Male,1990,1961,NA,NA,NA,184.1,NA,102.7,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Water Lilies,Claude Monet,"(French, 1840–1926)",1840,1926,1,0,1,Male,1959,1914,NA,NA,NA,200.0254,NA,424.8158,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Modern Painting with Bolt,Roy Lichtenstein,"(American, 1923–1997)",1923,1997,1,0,1,Male,1967,1967,NA,NA,NA,173.2,NA,173.5,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Tattoo,Jim Dine,"(American, born 1935)",1935,NA,1,0,1,Male,1990,1961,NA,NA,NA,153,NA,122.5,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Reason and Instinct — Sun and Moon,Renato Cristiano,"(Italian, born 1926)",1926,NA,1,0,1,Male,1959,1958,NA,NA,NA,92.3,NA,83.5,NA,TRUE,FALSE,FALSE,Painting,Painting & Sculpture
Soul of the Underground,Jean Dubuffet,"(French, 1901–1985)",1901,1985,1,0,1,Male,1990,1959,NA,NA,NA,149.6,NA,195,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
"October 1, 1958",John Levee,"(American, 1924–2017)",1924,2017,1,0,1,Male,1959,1958,NA,NA,NA,73,NA,100,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Composition 13,Luis Martínez Pedro,"(Cuban, 1910–1990)",1910,1990,1,0,1,Male,1959,1957,NA,NA,NA,147.5,NA,96.5,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Ram Grip,Alan Davie,"(British, 1920–2014)",1920,2014,1,0,1,Male,1978,1960,NA,NA,NA,152.7,NA,182.9,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Laundry Barge,Marcel Duchamp,"(American, born France. 1887–1968)",1887,1968,1,0,1,Male,1990,1910,NA,NA,NA,65.5,NA,74.3,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Man Seated by a Window,Marcel Duchamp,"(American, born France. 1887–1968)",1887,1968,1,0,1,Male,1990,1907,NA,NA,NA,55.6,NA,38.7,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Portrait of Yvonne Duchamp,Marcel Duchamp,"(American, born France. 1887–1968)",1887,1968,1,0,1,Male,1990,1907,NA,NA,NA,87,NA,67.4,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Two Nudes,Marcel Duchamp,"(American, born France. 1887–1968)",1887,1968,1,0,1,Male,1990,1910,NA,NA,NA,98.9,NA,81.8,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Magic Star I,Alfred Jensen,"(American, born Guatemala of Danish parents. 1903–1981)",1903,1981,1,0,1,Male,1990,1960,NA,NA,NA,76.2,NA,60.8,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Solar Centrifugal Force (Outward) East,Alfred Jensen,"(American, born Guatemala of Danish parents. 1903–1981)",1903,1981,1,0,1,Male,1990,1961,NA,NA,NA,162.6,NA,121.8,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Solar Centripetal Force (Inward) West,Alfred Jensen,"(American, born Guatemala of Danish parents. 1903–1981)",1903,1981,1,0,1,Male,1990,1961,NA,NA,NA,162.5,NA,122,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Bathers,André Derain,"(French, 1880–1954)",1880,1954,1,0,1,Male,1980,1907,NA,NA,NA,132.1,NA,195,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Drowning Girl,Roy Lichtenstein,"(American, 1923–1997)",1923,1997,1,0,1,Male,1971,1963,NA,NA,NA,171.6,NA,169.5,NA,FALSE,TRUE,TRUE,Painting,Painting & Sculpture
Memory of a Painting which was the Memory of an Epoch which was the Memory of Something Personal,Hundertwasser (Friedrich Stowasser),"(Austrian, 1928–2000)",1928,2e3,1,0,1,Male,1980,1960,NA,NA,NA,115.6,NA,73,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Conversation II,Francis Picabia,"(French, 1879–1953)",1879,1953,1,0,1,Male,1990,1922,NA,NA,NA,45.4,NA,60.6,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Still Life,Giorgio Morandi,"(Italian, 1890–1964)",1890,1964,1,0,1,Male,1949,1938,NA,NA,NA,24.1,NA,39.7,NA,TRUE,FALSE,FALSE,Painting,Painting & Sculpture
Empty Chair or The Last Colonial,Alfonso Ossorio,"(American, born The Philipines. 1916–1990)",1916,1990,1,0,1,Male,1971,1969,NA,40.3,NA,117.7,NA,99.7,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Brooklyn Bridge VII,Ellsworth Kelly,"(American, 1923–2015)",1923,2015,1,0,1,Male,1980,1962,NA,NA,NA,234,NA,95.6,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Tarentelle,Francis Picabia,"(French, 1879–1953)",1879,1953,1,0,1,Male,1990,1912,NA,NA,NA,73.6,NA,92.1,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Melon Eaters,Renato Guttuso,"(Italian, 1912–1987)",1912,1987,1,0,1,Male,1949,1948,NA,NA,NA,88.9,NA,115.9,NA,TRUE,FALSE,TRUE,Painting,Painting & Sculpture
Bather with Beach Ball,Pablo Picasso,"(Spanish, 1881–1973)",1881,1973,1,0,1,Male,1980,1932,NA,NA,NA,146.2,NA,114.6,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Twin,Robert Ryman,"(American, born 1930)",1930,NA,1,0,1,Male,1971,1966,NA,7.62001524,NA,192.4,NA,192.6,NA,TRUE,FALSE,FALSE,Painting,Painting & Sculpture
